intent_market_node_id,intent,primary_audience_type,primary_audience_value,niche_type,niche_value,recipient,profession,pet,interest,theme,lifestyle,product,customization,holiday,occasion,best_rank,p25_rank,median_rank,top100_count,top500_count,top1000_count,keyword_count,distinct_keyword_count,active_months,strength_score,trend,legacy_market_node_count,example_keywords
IMN000084,apparel,interest,fishing,,,,,,fishing,,,shirt,,,,14556,328797.5,682685.0,0.0,0.0,0.0,235,74,4,22.23,growing,0,fishing shirt for men | fishing shirt | fishing hat | mens fishing shirt | huk fishing shirt for men | fishing hat for men | fishing hoodie | fishing shirt for men long sleeve | columbia fishing shirt for men | fishing hats
IMN000085,apparel,interest,soccer,,,,,,soccer,,,shirt,,thanksgiving,thanksgiving,13304,423456.5,692474.0,0.0,0.0,0.0,242,135,4,22.16,declining,0,football shirt for women | football shirt | football kicking shirt | football sweatshirt | football compression shirt | padded football shirt | womens football shirt | soccer shirt for women | soccer shirt | toddler football shirt
IMN000086,christmas,interest,coffee,,,,,,coffee,,,mug,,christmas,christmas,14124,370481.5,678545.0,0.0,0.0,0.0,247,129,4,22.14,growing,0,christmas coffee mug | christmas coffee cups | christmas coffee cups disposable | christmas coffee | christmas coffee table book | christmas coffee table decor | christmas disposable coffee cups | christmas coffee bar decor | coffee table christmas decor | christmas disposable coffee cups with lids
IMN000087,gift,interest,coffee,lifestyle,coffee lover,,,,coffee,,coffee lover,,,christmas,christmas,18646,223508.0,431834.0,0.0,0.0,0.0,51,21,4,21.86,growing,0,coffee lover gift | gift for coffee lovers | coffee lover gift for women | coffee lovers gift | gift for coffee lovers women | coffee lover gift for men | coffee gift for coffee lovers | gift for coffee lovers men | cool gift for coffee lovers | coffee lovers gift for women
IMN000088,gift,recipient,boy,interest,soccer,boy,,,soccer,,,,,,,19843,193319.25,596787.0,0.0,0.0,0.0,58,27,4,21.85,growing,1,soccer gift for boys | soccer gift for boys 8 12 | football gift for boys 8 12 | football gift for boys | boys football gift | boys soccer gift | gift for soccer players boys | soccer gift for boys 12 14 | soccer gift for teen boys | football gift for teen boys
IMN000089,anniversary,recipient,wife,,,wife,,,,,,,,,anniversary,23034,135696.75,298408.5,0.0,0.0,0.0,14,4,4,21.85,declining,0,anniversary cards for wife | anniversary card for wife | wife anniversary card | anniversary card wife
IMN000090,appreciation,profession,teacher,,,,teacher,,,,,,,,,15075,378194.25,734151.0,0.0,0.0,0.0,36,16,4,21.83,growing,0,teacher appreciation gift | teacher appreciation gift in bulk | teacher appreciation gift bulk | daycare teacher appreciation gift | teacher thank you cards | thank you teacher gift | teacher appreciation | teacher thank you gift | thank you cards from teacher | male teacher appreciation gift
IMN000091,matching,interest,coffee,,,,,,coffee,,,mug,,,,15041,412653.0,775942.0,0.0,0.0,0.0,21,11,4,21.69,declining,0,espresso brown matching set | coffee brown matching set | his and hers coffee mug set | his and hers coffee mug | couples coffee mug set | couple coffee mug set of 2 | couples coffee mug | matching coffee mug | coffee mug for couples | couple coffee mug
IMN000092,birthday,recipient,girl,,,girl,,,,,,shirt,date,,birthday,16064,358322.0,674247.0,0.0,0.0,0.0,1169,381,4,21.66,declining,0,18th birthday decorations for girls | birthday girl shirt | 13th birthday decorations for girls | birthday girl | 10th birthday decorations for girl | winter onederland 1st birthday girl | birthday girl sash | birthday girl penelope douglas | first birthday outfit girl | birthday decorations for girls
IMN000093,apparel,recipient,dad,,,dad,,,,,,shirt,,halloween,halloween,16906,352324.0,680989.0,0.0,0.0,0.0,325,135,4,21.47,growing,2,dad hat | dad shirt | papa shirt | dad hats for men | dad shirt for men | papa hat | mom and dad hats | dad gang hat | dad sweatshirt | worlds best farter i mean father shirt
IMN000094,unknown,recipient,girl,interest,soccer,girl,,,soccer,,,blanket,,,,17011,349383.75,623047.5,0.0,0.0,0.0,240,128,4,21.46,declining,0,girls soccer cleats | soccer cleats girls | girls soccer socks | girls soccer shorts | soccer shorts girls | soccer socks girls | soccer bags for girls | baby girl football outfit | soccer headbands for girls | soccer bows for girls
IMN000095,wedding,recipient,dad,,,dad,,,,,,shirt,,,,16341,404617.25,748836.0,0.0,0.0,0.0,22,10,4,21.37,stable,2,father of the bride | father of the bride 2 | father of the bride dvd | father of the groom | father of the bride socks | father of the bride handkerchief | father of the bride movie | father of the bride shirt | father of the bride cufflinks | father of the bride chloe maine
IMN000096,birthday,recipient,husband,,,husband,,,,,,,,,birthday,20284,262009.5,492370.0,0.0,0.0,0.0,63,20,4,21.23,declining,1,husband birthday card | birthday card for husband | birthday cards for husband | birthday card husband | husband birthday card from wife | husband birthday | happy birthday husband card | happy birthday mr president | happy birthday husband | birthday card for husband from wife
IMN000097,gift,profession,firefighter,,,,firefighter,,,,,,,christmas,christmas,19863,281889.0,685063.0,0.0,0.0,0.0,35,15,4,21.18,growing,0,firefighter gift | firefighter gift for men | fire fighter gift men | fireman gift for men | fireman gift | fire fighter gift | first responder gift | gift for firefighter | fireman related gift | firefighter christmas gift
IMN000098,gift,interest,camping,,,,,,camping,,,,,christmas,christmas,17729,397101.0,653565.0,0.0,0.0,0.0,41,22,4,21.06,growing,0,camping gift | camping gift for men | camping gift for women | camper gift | camping gift ideas | cool camping gift | gift for camping | mens camping gift | camper gift for women | camper gift for men
IMN000099,unknown,recipient,daughter,,,daughter,,,,,,blanket,initial,,,18192,378822.0,715825.0,0.0,0.0,0.0,679,297,4,21.04,declining,0,daughter of no worlds | first daughter | the poison daughter | to my daughter necklace | carols daughter shampoo and conditioner for curly natural monoi | my daughter and i talk sh t about you | carol's daughter | favorite daughter | uncle funky's daughter curly magic | daughter necklace
IMN000100,unknown,recipient,dad,theme,funny,dad,,,,funny,,mug,,halloween,halloween,20975,272058.0,695191.0,0.0,0.0,0.0,84,52,4,21.02,growing,1,dad joke calendar 2026 | dad jokes | dad jokes book | dad jokes calendar 2026 | dad joke calendar | dad joke button | dad joke book | dad jokes calendar | dad joke | dad joke desk calendar 2026
IMN000101,apparel,recipient,mom,interest,soccer,mom,,,soccer,,,shirt,,,,22664,248721.5,475270.5,0.0,0.0,0.0,36,17,4,20.85,declining,0,soccer mom shirt | football mom shirt | football mom sweatshirt | soccer mom sweatshirt | soccer mom shirt for women | soccer mom hat | football mom hat | football mom shirt for women | football mom hoodie | mom football shirt
IMN000102,unknown,recipient,husband,interest,coffee,husband,,,coffee,,,mug,,,,19111,375327.0,814765.0,0.0,0.0,0.0,185,56,4,20.84,growing,1,mr coffee 12 cup coffee maker | mr coffee | mr coffee maker | mr coffee 5 cup coffee maker | mr coffee espresso machine | mr coffee replacement pot | mr coffee filters | mr coffee iced tea maker | mr coffee mug warmer | mr coffee coffee maker
IMN000103,gift,recipient,dad,lifestyle,cat lover,dad,,,,,cat lover,,,,,28520,145548.75,293769.0,0.0,0.0,0.0,6,2,4,20.82,growing,0,cat dad gift | cat dad gift for men
IMN000104,gift,recipient,cat mom,lifestyle,cat lover,cat mom,,,,,cat lover,,,,,28148,161998.75,322143.5,0.0,0.0,0.0,12,4,4,20.69,growing,0,cat mom gift | cat mom gift for women | gift for cat mom | best cat mom gift
IMN000105,unknown,profession,electrician,,,,electrician,,,,,ornament,,,,22022,331714.0,633882.5,0.0,0.0,0.0,250,80,4,20.46,growing,1,electrician tools | klein tools electrician tools | lineman tools | electrician tool pouch | electrician tool bag | electrician gloves | lineman gloves | electrician tool belt | lineman pliers | klein lineman pliers
IMN000106,birthday,recipient,wife,,,wife,,,,,,,,,birthday,29553,167138.0,259294.0,0.0,0.0,0.0,29,9,4,20.43,declining,0,birthday card for wife | wife birthday card | mrs rachel birthday decorations | birthday cards for wife | birthday card wife | wife birthday | happy birthday wife card | happy birthday wife | birthday for wife
IMN000107,personalized,interest,coffee,,,,,,coffee,,,mug,photo,,,24216,278186.25,570335.5,0.0,0.0,0.0,92,39,4,20.37,growing,0,custom coffee mug | personalized coffee mug | personalized coffee tumbler | custom coffee tumbler | customized coffee mug | custom coffee cup | personalized coffee cup | custom grind brew single cup coffee maker | cuisinart custom grind brew single cup coffee maker | custom coffee mug personalized
IMN000108,birthday,recipient,boy,,,boy,,,,,,shirt,date,christmas,birthday,20432,427831.0,734341.0,0.0,0.0,0.0,769,236,4,20.33,declining,2,18th birthday decorations for boys | 16th birthday decorations for boys | 13th birthday decorations for boys | 10th birthday decorations for boys | birthday boy shirt | 1st birthday decorations boy | 1 2 birthday boy | birthday decorations for boys | first birthday outfit boy | first birthday decorations for boy
IMN000109,gift,pet,dog,lifestyle,dog lover,,,dog,,,dog lover,,,christmas,christmas,28541,191818.5,364369.0,0.0,0.0,0.0,40,15,4,20.33,growing,0,gift for dog lovers | dog lovers gift for women | dog lover gift | gift for dog lovers women | dog lover gift for women | gift for dog lover | unusual gift for dog lovers | dog lover gift for men | dog lovers gift | gift for dog lovers men
IMN000110,decor,recipient,boy,,,boy,,,,,,poster,date,halloween,halloween,21353,396165.0,708847.0,0.0,0.0,0.0,592,207,4,20.28,growing,2,boys room decor | teen boy room decor | baby shower decorations boy | baby boy shower decorations | boy baby shower decorations | boy room decor | boys bedroom decor | room decor for teen boys | my first rodeo decorations boy | teenage boy room decor
IMN000111,matching,recipient,mom,,,mom,,,,,,sweatshirt,photo,christmas,christmas,22027,376617.0,729388.0,0.0,0.0,0.0,390,165,4,20.24,growing,3,mommy and me outfits | mommy and me pajamas | mommy and me christmas pajamas | mommy and me dresses | mom and daughter matching outfits | mommy and me costumes halloween | mom and daughter matching pajamas | mommy and me fall outfits | mommy and me | mom and baby matching outfits hospital
IMN000112,unknown,pet,dog,theme,funny,,,dog,,funny,,sweatshirt,,halloween,halloween,24473,318133.5,620721.0,0.0,0.0,0.0,71,35,4,20.09,growing,0,funny dog halloween costumes | funny dog toys | funny dog costumes | dog funny costumes | funny dog costume | funny dog toy | funny dog calendar 2026 | dog costume funny | dog toys funny | funny fuzzy dog bed
IMN000113,apparel,interest,hunting,,,,,,hunting,,,shirt,,,,23026,380516.0,701726.5,0.0,0.0,0.0,384,133,4,20.03,declining,0,hunting clothes for men | hunting clothes | orange hunting hat | tidewe hunting clothes | womens hunting clothes | hunting hat | kuiu hunting clothes for men | mens hunting clothes | hunting shirt for men | youth hunting clothes
IMN000114,memorial,pet,dog,,,,,dog,,,,ornament,photo,christmas,christmas,25738,291516.75,728001.5,0.0,0.0,0.0,130,45,4,20.03,stable,0,dog memorial gift for loss of dog | pet memorial gift for dogs | dog memorial gift | dog memorial | dog remembrance gift | dog memorial stone | rainbow bridge dog memorial gift | dog memorial ornament | dog bereavement gift | pet remembrance gift dog
IMN000115,unknown,recipient,mom,interest,soccer,mom,,,soccer,,,,,,,35067,178510.0,423133.0,0.0,0.0,0.0,29,14,4,19.59,declining,0,soccer mom | football mom | soccer mom essentials | football mom essentials | football mom accessories | soccer mom bag | soccer mom outfit for women | football mom bag | football bag for mom | football mom gear
IMN000116,unknown,recipient,dog mom,lifestyle,dog lover,dog mom,,,,,dog lover,mug,,,,22596,526830.0,1037580.0,0.0,0.0,0.0,31,21,4,19.54,growing,0,dog mom | dog mom mug | dog mom socks | dog mom cup | dog mom blanket | dog mom ornament | dog mom sweater | dog mom tumbler | best dog mom | dog mom keychain
IMN000117,unknown,recipient,dad,theme,american,dad,,,,american,,,,,,53546,67832.0,716956.5,0.0,0.0,0.0,10,4,4,19.51,declining,0,american dad | american dad dvd | american dad merch | american dad dvd complete series
IMN000118,christmas,recipient,husband,,,husband,,,,,,shirt,message,christmas,christmas,27239,347289.25,594056.0,0.0,0.0,0.0,110,59,4,19.49,growing,1,christmas card for husband | finding mr christmas | husband christmas card | mr christmas | mr willowbys christmas tree | christmas card husband | mr magoo's christmas carol | husband stocking stuffers for christmas | christmas card for wife from husband | christmas card for husband from wife
IMN000119,gift,recipient,son,,,son,,,,,,,,christmas,christmas,27364,385339.5,708969.0,0.0,0.0,0.0,123,54,4,19.28,growing,0,gift for son | son in law gift | gift for adult son | gift for son in law | son gift | son in law christmas gift | bonus son gift | gift for grown son | christmas gift for son | son in law gift ideas
IMN000120,unknown,recipient,dad,lifestyle,cat lover,dad,,,,,cat lover,mug,,,,33754,245213.75,322523.5,0.0,0.0,0.0,12,7,4,19.19,growing,0,cat dad | cat dad mug | cat dad club | cat dad socks | best cat dad | cat dad socks for men | cat dad ornament
IMN000121,apparel,profession,police officer,,,,police officer,,,,,shirt,,,,26051,479965.25,770546.0,0.0,0.0,0.0,64,38,4,19.11,declining,0,police hat | cop hat | police shirt | police hat costume | police hat for kids | police shirt for men | cop hat women | police shirt women | kids police hat | cop shirt
IMN000122,decor,interest,gaming,,,,,,gaming,,,poster,,,,31267,312701.0,558403.0,0.0,0.0,0.0,97,41,4,19.09,growing,0,gaming room decor | gaming decor | gamer room decor | gaming wall decor | gamer decor | gamer neon sign | gamer wall decor | gaming desk decor | gaming posters | gaming neon sign
IMN000123,unknown,profession,electrician,interest,soccer,,electrician,,soccer,,,,,,,30810,334006.75,587959.5,0.0,0.0,0.0,32,17,4,19.03,declining,1,lineman gloves football | football lineman gloves | football gloves lineman | lineman football gloves | football lineman gloves men | youth lineman football gloves | football knee brace for lineman | nike lineman football gloves | lineman gloves football adult | lineman football cleats
IMN000124,decor,pet,dog,,,,,dog,,,,poster,,halloween,halloween,29729,385328.75,650902.5,0.0,0.0,0.0,208,77,4,18.93,declining,0,beware of dog sign | dog party decorations | beware of dog signs for fence | dog decor | pick up after your dog sign | dog halloween decor | no dog poop signs for yard | no pooping dog signs for yard | halloween dog decor | clean up after your dog signs
IMN000125,unknown,profession,truck driver,,,,truck driver,,,,,,,,,31855,369157.0,685040.0,0.0,0.0,0.0,175,62,4,18.72,declining,0,trucker headset | trucker bluetooth headset | truck driver essentials | trucker jacket men | trucker headset bluetooth wireless | trucker jacket | levis trucker jacket men | truck driver headset | seat cushion for truck driver | monster truck driver costume boys
IMN000126,gift,profession,police officer,,,,police officer,,,,,,,christmas,graduation,34280,309347.0,557733.0,0.0,0.0,0.0,49,22,4,18.72,growing,0,gift for police officers | police officer gift | police gift | police gift for men | law enforcement gift | police officer gift for men | gift for police officers men | cop gift | cop gift for men | cool gift for law enforcement
IMN000127,unknown,recipient,cat mom,lifestyle,cat lover,cat mom,,,,,cat lover,mug,,,,39375,228646.5,852460.0,0.0,0.0,0.0,15,10,4,18.67,growing,0,cat mom | cat mom mug | cat mom socks | cat mom blanket | best cat mom | cat mom cup | cat mom sweatshirts for women | cat mom slippers | cat mom sweater | cat mom ornament
IMN000128,apparel,recipient,grandpa,,,grandpa,,,,,,shirt,,,,33831,339750.0,691747.0,0.0,0.0,0.0,54,24,4,18.61,growing,0,grandpa shirt | grandpa hat | grandpa sweatshirt | grandpa shirt for men | best grandpa shirt | great grandpa shirt | grandpa hats for men | grandpa hoodie | grandpa hats | best grandpa hat
IMN000129,wedding,interest,coffee,,,,,,coffee,,,,,,wedding,47895,148649.5,249404.0,0.0,0.0,0.0,3,1,2,18.6,declining,0,espresso brown wedding guest dress
IMN000130,birthday,recipient,mom,,,mom,,,,,,shirt,,,birthday,41812,208629.75,540469.0,0.0,0.0,0.0,80,24,4,18.57,declining,3,mom birthday card | birthday card for mom | mom birthday | happy birthday mom | happy birthday mom card | birthday card mom | birthday cards for mom | birthday for mom | son birthday cards from mom | mother birthday card
IMN000131,apparel,interest,coffee,,,,,,coffee,,,sweatshirt,,halloween,halloween,30781,479612.0,621407.0,0.0,0.0,0.0,45,18,4,18.4,declining,0,espresso brown clothes | coffee brown clothes | coffee weather sweatshirt | espresso martini shirt | espresso martini sweatshirt | weekends coffee and football sweatshirt | coffee shirt | coffee sweatshirt | coffee shirt for women | black rifle coffee shirt
IMN000132,gift,recipient,dad,theme,funny,dad,,,,funny,,blanket,,christmas,christmas,34369,378613.0,597286.0,0.0,0.0,0.0,40,20,4,18.35,growing,1,funny dad gift | funny gift for dad | gag gift for dad | dad joke gift | dad gift funny | dad gag gift | funny dad gift from daughter | dad funny gift | gift for dad funny | funny dad christmas gift
IMN000133,christmas,recipient,wife,,,wife,,,,,,ornament,,christmas,christmas,29822,542846.0,784225.0,0.0,0.0,0.0,56,40,3,18.32,growing,0,christmas card for wife | wife christmas card | christmas card wife | christmas for wife | christmas cards for wife | wife christmas | mrs meyers christmas scents | christmas stocking stuffers for wife | christmas ideas for wife | christmas cards wife
IMN000134,apparel,profession,nurse,,,,nurse,,,,,sweatshirt,,halloween,halloween,33643,405624.25,772634.5,0.0,0.0,0.0,188,68,4,18.32,growing,0,nurse hat | nurse sweatshirt | nurse halloween shirt | halloween nurse shirt | nurse shirt | thanksgiving nurse shirt | boo boo crew nurse shirt | nurse shirt for women | nurse hat costume | nurse thanksgiving shirt
IMN000135,apparel,recipient,dad,theme,funny,dad,,,,funny,,shirt,,,,33825,421408.0,775658.0,0.0,0.0,0.0,37,14,4,18.23,growing,1,funny dad shirt | funny shirt for dad | dad joke shirt | dad shirt funny | funny dad shirt for men | funny dad shirt from daughter | dad jokes shirt | dad funny shirt | funny shirt for dad from daughter | dad joke shirt for men
IMN000136,unknown,interest,gardening,theme,watercolor,,,,gardening,watercolor,,,,,,66128,93436.5,120745.0,0.0,0.0,0.0,3,3,1,18.05,stable,0,hugs garden watercolor workbook | hugs garden watercolor | hugs garden watercolor books
IMN000137,decor,pet,cat,,,,,cat,,,,poster,,halloween,halloween,35231,427506.25,690226.0,0.0,0.0,0.0,212,82,4,18.04,growing,0,cat decor | black cat halloween decor | black cat decor | halloween cat decor | cat decor for home | cat halloween decor | cat party decorations | cat wall art | cat poster | hang in there cat poster
IMN000138,unknown,interest,coffee,theme,minimalist,,,,coffee,minimalist,,tumbler,,,,37050,464830.0,575959.0,0.0,0.0,0.0,45,15,4,17.68,growing,0,simple modern coffee tumbler | simple modern coffee mug | simple modern coffee | simple coffee table | minimalist coffee table | simple modern coffee travel mug | simple coffee maker | simple syrup for coffee | simple modern coffee cup | simple modern travel coffee mug
IMN000139,gift,recipient,girl,theme,floral,girl,,,,floral,,,,,,59369,150442.5,371342.5,0.0,0.0,0.0,14,3,4,17.67,declining,0,flower girl gift | flower girl proposal gift | flower girl gift from bride
IMN000140,christmas,recipient,mom,,,mom,,,,,,ornament,,christmas,christmas,38361,483364.0,768016.5,0.0,0.0,0.0,126,84,3,17.46,growing,3,christmas for mom | christmas card for mom | mom christmas card | christmas card mom | mom christmas | christmas ideas for mom | christmas cards for mom | things to get your mom for christmas | mom christmas ornament | things for mom for christmas
IMN000141,birthday,recipient,dad,,,dad,,,,,,,,,birthday,50872,248486.0,467251.0,0.0,0.0,0.0,63,20,4,17.44,declining,2,dad birthday card | birthday card for dad | happy birthday dad | happy birthday dad card | dad birthday | birthday card dad | birthday cards for dad | dad birthday card from daughter | happy birthday daddy onesie | happy birthday daddy
IMN000142,apparel,interest,yoga,,,,,,yoga,,,sweatshirt,,,,53698,219673.25,483931.5,0.0,0.0,0.0,86,23,4,17.43,declining,0,alo yoga inspired clothes | crz yoga sweatshirt | yoga shirt for women | crz yoga clothes | yoga clothes for women | yoga clothes | crz yoga shirt | yoga shirt | crz yoga mens shirt | crz yoga hoodie
IMN000143,decor,recipient,wife,,,wife,,,,,,,,,,47375,317089.0,728711.0,0.0,0.0,0.0,16,8,4,17.31,declining,0,mr and mrs sign | mr mrs sign | miss to mrs sign | mr and mrs decorations | mr and mrs table decor | mr and mrs table sign | mrs and mrs sign | mrs claus decor
IMN000144,birthday,pet,cat,,,,,cat,,,,,,,birthday,47068,349836.75,782500.0,0.0,0.0,0.0,84,33,4,17.17,declining,0,cat birthday decorations | cat birthday | lego friends cat birthday party | cat birthday hat | cat birthday card | cat birthday cake | cat themed birthday party decorations | lego cat birthday party | lego friends cat birthday party tree house 42666 | cat birthday party decorations
IMN000145,personalized,interest,soccer,,,,,,soccer,,,shirt,,,,47943,353513.0,645468.0,0.0,0.0,0.0,67,28,4,17.07,declining,0,custom football jersey | custom jersey football | custom soccer jersey | custom football shirt | personalized football ornament | personalized football jersey | custom football | personalized football | personalized soccer ball | custom soccer ball
IMN000146,apparel,recipient,dad,lifestyle,cat lover,dad,,,,,cat lover,shirt,,,,44026,463230.0,487497.0,0.0,0.0,0.0,13,6,4,16.95,growing,0,cat dad shirt | cat dad club shirt | cat dad hat | cat dad shirt for men | best cat dad ever shirt | cat dad sweatshirt
IMN000147,gift,recipient,dad,lifestyle,dog lover,dad,,,,,dog lover,,,,,56121,262026.0,507886.0,0.0,0.0,0.0,11,4,4,16.93,growing,0,dog dad gift for men | dog dad gift | gift for dog dad | best dog dad gift
IMN000148,gift,profession,truck driver,,,,truck driver,,,,,,,,,59395,232577.0,549945.0,0.0,0.0,0.0,17,8,4,16.9,growing,0,truck driver gift | trucker gift | truck driver gift for men | trucker gift for men | tow truck driver gift | gift for truck driver | gift for a truck driver | trucker gift for truck driver
IMN000149,gift,pet,cat,theme,funny,,,cat,,funny,,,,,,50894,361523.0,543396.0,0.0,0.0,0.0,12,7,4,16.78,growing,0,funny cat gift | funny cat gift for women | cat gag gift | funny gift for cat lovers | cat funny gift | funny cat gift for men | funny cat lover gift
IMN000150,memorial,pet,cat,,,,,cat,,,,ornament,,,,66093,206499.75,387507.0,0.0,0.0,0.0,30,10,4,16.66,declining,0,cat memorial gift for loss of cat | cat memorial | cat memorial gift | pet memorial gift for cats | cat memorial stones | cat remembrance gift | cat memorial ornament | cat memorial stone | cat memorial frame | pet remembrance gift cat
IMN000151,apparel,recipient,girl,lifestyle,cowgirl,girl,,,,,cowgirl,shirt,,,,65930,209124.75,618954.5,0.0,0.0,0.0,32,13,4,16.65,declining,0,cowgirl hat for girls | girls cowgirl hat | cowgirl shirt for girls | cowgirl hats for girls | girls cowgirl shirt | cowgirl hat girls | pink cowgirl hat for girls | little girl cowgirl hat | girls pink cowgirl hat | girl cowgirl hat
IMN000152,wedding,recipient,girl,theme,floral,girl,,,,floral,,,,,wedding,56578,310842.0,952883.0,0.0,0.0,0.0,17,8,4,16.6,declining,0,flower girl dresses for wedding | flower girl shoes for wedding | fall flower girl dresses for wedding | flower girl robe for wedding day | flower girl headband for wedding | flower girl accessories for wedding | flower girl pajamas for wedding day | flower girls dresses for wedding
IMN000153,wedding,recipient,grandma,,,grandma,,,,,,,,,wedding,47110,490753.0,717756.0,0.0,0.0,0.0,42,17,4,16.57,declining,1,grandmother of the bride dresses | grandmother of the groom dresses | grandmother of the bride pant suits | grandmother of bride pant suits | dresses for grandmother of the bride | grandmother of bride dresses | grandmother of the bride dresses with jackets | grandma of the bride dress | grandmother of the bride dress | grandmother dresses for wedding
IMN000154,christmas,profession,nurse,,,,nurse,,,,,shirt,,christmas,christmas,59826,275295.5,680673.0,0.0,0.0,0.0,46,20,3,16.57,growing,0,nurse christmas shirt | nurse christmas sweatshirt | christmas nurse shirt | christmas nurse sweatshirt | nurse christmas ornament | christmas nurse badge reel | nurse christmas sweater | nurse ornament for christmas tree | christmas badge reel nurse | christmas nurse shirt for women
IMN000155,birthday,recipient,daughter,,,daughter,,,,,,,,,birthday,59616,281124.25,649190.5,0.0,0.0,0.0,58,17,4,16.55,declining,0,daughter birthday card | birthday card for daughter | daughter in law birthday card | birthday card daughter | birthday cards for daughter | birthday card for daughter in law | happy birthday daughter card | happy birthday daughter | birthday cards for daughter adult | birthday card daughter in law
IMN000156,christmas,recipient,dad,,,dad,,,,,,shirt,,christmas,christmas,47648,486057.75,812422.0,0.0,0.0,0.0,126,78,4,16.54,growing,2,letters from father christmas by j r r tolkien | christmas for dad | christmas scrub daddy | letters from father christmas | accidental christmas daddy | christmas card for dad | scrub daddy christmas | dad christmas | dad christmas card | father christmas
IMN000157,decor,recipient,boy,interest,gaming,boy,,,gaming,,,,,,,51678,400460.0,658351.0,0.0,0.0,0.0,33,12,4,16.53,growing,1,gamer room decor for boys | gaming decor for boys bedroom | gaming room decor for boys | boys gaming room decor | gaming posters for boys room | gamer decor for boys bedroom | boys gamer room decor | gaming signs for boys room | gamer bedroom decor for boys | gamer posters for boys room
IMN000158,unknown,pet,dog,interest,soccer,,,dog,soccer,,,,,,,59070,295001.0,762700.0,0.0,0.0,0.0,83,35,4,16.51,growing,0,dog soccer ball | dog football costume | dog football | dog soccer ball with straps | soccer ball for dogs | football dog toy | dog football jersey | dog soccer ball toy | dog football toy | football dog costume
IMN000159,decor,recipient,grandma,,,grandma,,,,,,poster,,,,51727,406866.0,571556.5,0.0,0.0,0.0,18,6,4,16.5,declining,1,coastal grandma decor | nana poster | grandma core decor | nana anime poster | grandma decor | grandma sign
IMN000160,christmas,profession,teacher,,,,teacher,,,,,shirt,,christmas,christmas,62233,266821.5,609428.0,0.0,0.0,0.0,51,26,3,16.46,growing,0,teacher christmas shirt | teacher christmas ornament | christmas teacher shirt | teacher christmas cards | teacher christmas sweatshirt | teacher christmas card | teacher ornament for christmas tree | christmas card for teacher | teacher christmas | teacher christmas sweater
IMN000161,matching,pet,dog,,,,,dog,,,,sweatshirt,,christmas,christmas,51277,429943.25,738982.0,0.0,0.0,0.0,130,67,4,16.44,growing,0,matching dog and owner clothes | dog and human matching costumes | matching dog and owner pajamas | matching pjs with dog | matching christmas pajamas with dog | dog and owner matching clothes | dog and owner matching pajamas | matching pajamas with dog | matching dog and owner halloween costumes | dog and human matching pajamas
IMN000162,birthday,interest,soccer,,,,,,soccer,,,,,,birthday,50897,456792.0,648735.0,0.0,0.0,0.0,61,20,4,16.37,declining,0,football birthday party decorations | soccer birthday party decorations | football birthday decorations | soccer birthday decorations | football birthday banner | soccer birthday party favors | football birthday | soccer birthday | football birthday party favors | happy birthday football banner
IMN000163,matching,recipient,girl,,,girl,,,,,,,,christmas,christmas,48024,538125.0,852460.0,0.0,0.0,0.0,99,42,4,16.32,declining,0,mommy and me hospital outfits baby girl | matching doll and girl clothes | girls matching sets | girl and doll matching outfits | girl and doll matching pajamas | matching doll and girl pajamas | matching girl and doll clothes | mommy and me outfits baby girl | doll and girl matching outfit | matching sister outfits girl and baby
IMN000164,decor,profession,chef,,,,chef,,,,,,,,,76578,180805.0,996065.0,0.0,0.0,0.0,9,4,4,16.27,declining,0,chili cook off decorations | fat chef kitchen decor | chef kitchen decor | chef decor for kitchen
IMN000165,apparel,pet,cat,theme,funny,,,cat,,funny,,shirt,,,,64730,275692.25,557167.0,0.0,0.0,0.0,20,4,4,16.24,growing,0,funny cat shirt | funny cat shirt for men | funny cat shirt for women | cat shirt funny
IMN000166,gift,recipient,girl,interest,soccer,girl,,,soccer,,,,,,,60592,335510.0,574199.0,0.0,0.0,0.0,21,9,4,16.17,growing,0,soccer gift for girls | girls soccer gift | soccer girl gift | soccer gift for girls 8 12 | girl soccer gift | soccer team gift for girls | gift for soccer players girls | soccer girls gift | soccer gift for teen girls
IMN000167,unknown,recipient,girl,theme,funny,girl,,,,funny,,,,halloween,halloween,79569,183027.75,733770.0,0.0,0.0,0.0,14,9,4,16.09,declining,0,funny girl | funny socks for girls | girls funny socks | funny socks for teen girls | funny costume for girls | funny girl socks | funny girls halloween costumes | funny halloween costumes for teen girls | funny slippers for girls
IMN000168,gift,profession,hairstylist,,,,hairstylist,,,,,,,christmas,christmas,66404,291803.5,608617.5,0.0,0.0,0.0,26,11,4,16.03,growing,0,hairdresser gift | gift for hairstylist women | hairstylist gift women | hairdresser gift for women | hairstylist gift | gift for hairdresser women | gift for hairdresser | gift for hairstylist | client gift in bulk hairstylist | cosmetologist gift
IMN000169,apparel,recipient,dog mom,lifestyle,dog lover,dog mom,,,,,dog lover,sweatshirt,,,,75186,216490.75,465700.0,0.0,0.0,0.0,22,7,4,16.03,growing,0,dog mom sweatshirt | dog mom shirt | dog mom hat | dog mom sweatshirt women | dog mom shirt for women | dog mom hoodie | dog mom hats for women
